condition,polarity,metric,estimate,diagnostic_signed_estimate,repeat_ci_low,repeat_ci_high,analysis_ci_low,analysis_ci_high,diagnostic_analysis_ci_low,diagnostic_analysis_ci_high,passive_resolution_threshold,passive_resolution_basis,resolved_halfcycle_fraction,model_scale_sensitivity_low,model_scale_sensitivity_high,unit,evidence_tier,definition,n_files,scan_source
argon_only_10kHz,negative,peak_halfcycle_average_flow_per_s,,-2.163228369378297e+17,,,,,-2.3953892926469046e+17,-2.000032775261419e+17,1.2077890229954254e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.10224420365746659,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,argon_only_10kHz
argon_only_10kHz,negative,whole_record_average_flow_per_s,,-2.8842758428103696e+16,,,,,-3.268731207256691e+16,-2.46859014197305e+16,0.0,out_of_sample_90_percent_same_statistic,0.10224420365746659,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,argon_only_10kHz
argon_only_10kHz,negative,record_total_charge_nC,,-46212.70684536037,,,,,-52372.562566709326,-39552.469586677966,0.0,out_of_sample_90_percent_same_statistic,0.10224420365746659,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,argon_only_10kHz
argon_only_10kHz,positive,peak_halfcycle_charge_nC,,-29.680192668086505,,,,,-37.57716810992079,-24.54152858096904,7.874016,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.04389808735369683,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,argon_only_10kHz
argon_only_10kHz,positive,peak_halfcycle_average_flow_per_s,,-6.636839483956464e+16,,,,,-8.410896373095187e+16,-5.5255087684666376e+16,1.7990564052223396e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.04389808735369683,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,argon_only_10kHz
argon_only_10kHz,positive,whole_record_average_flow_per_s,,-2.906236168814433e+16,,,,,-3.308353839198905e+16,-2.5032336179869892e+16,0.0,out_of_sample_90_percent_same_statistic,0.04389808735369683,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,argon_only_10kHz
argon_only_10kHz,positive,record_total_charge_nC,,-46564.561578805515,,,,,-53007.40790542804,-40107.53744023545,0.0,out_of_sample_90_percent_same_statistic,0.04389808735369683,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,argon_only_10kHz
argon_only_20kHz,negative,peak_halfcycle_charge_nC,,-347.5474390970856,,,,,-348.15586590834744,-346.25026996340233,19.916532157088195,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,argon_only_20kHz
argon_only_20kHz,negative,peak_halfcycle_average_flow_per_s,,-4.9262029944878355e+17,,,,,-4.9364753054390374e+17,-4.9179427958593517e+17,3.312516300185475e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,argon_only_20kHz
argon_only_20kHz,negative,whole_record_average_flow_per_s,,-7.537415124611248e+16,,,,,-7.56681920412434e+16,-7.518284464178859e+16,4903830000789037.0,out_of_sample_90_percent_same_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,argon_only_20kHz
argon_only_20kHz,negative,record_total_charge_nC,,-120766.65842960641,,,,,-121237.7791478218,-120460.14142135151,7857.059123205591,out_of_sample_90_percent_same_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,argon_only_20kHz
argon_only_20kHz,positive,peak_halfcycle_charge_nC,,-118.03498066171571,,,,,-118.6485857639382,-117.69356728198649,49.414445973313576,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,argon_only_20kHz
argon_only_20kHz,positive,peak_halfcycle_average_flow_per_s,,-1.2731832396975411e+17,,,,,-1.2834794533720581e+17,-1.2692001439571435e+17,7.1232914243148344e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,argon_only_20kHz
argon_only_20kHz,positive,whole_record_average_flow_per_s,,-7.106481818015394e+16,,,,,-7.20715328502767e+16,-7.002504337216027e+16,9202235642489540.0,out_of_sample_90_percent_same_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,argon_only_20kHz
argon_only_20kHz,positive,record_total_charge_nC,,-113862.11959457885,,,,,-115475.10713331497,-112196.16214093314,14744.089721111148,out_of_sample_90_percent_same_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,argon_only_20kHz
pure_water_4kHz,negative,peak_halfcycle_charge_nC,,-301.66267561828596,,,,,-303.37472384615904,-298.8100377673504,8.636224488663952,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.033085194375516956,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_4kHz,negative,peak_halfcycle_average_flow_per_s,,-4.469353643257929e+17,,,,,-4.4936000174186266e+17,-4.42820889463726e+17,1.2882246634811764e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.033085194375516956,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_4kHz,negative,whole_record_average_flow_per_s,,-5.0235198162494856e+16,,,,,-5.0333770146489704e+16,-5.012079917382803e+16,0.0,out_of_sample_90_percent_same_statistic,0.033085194375516956,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_4kHz,negative,record_total_charge_nC,,-80488.29628375427,,,,,-80646.23118484476,-80305.0028952303,0.0,out_of_sample_90_percent_same_statistic,0.033085194375516956,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
pure_water_4kHz,positive,peak_halfcycle_charge_nC,,-97.45856161766352,,,,,-97.7794453351942,-96.72273103370608,8.223623367400718,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.05809294871794872,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_4kHz,positive,peak_halfcycle_average_flow_per_s,,-2.0582755172139408e+17,,,,,-2.0643144319914963e+17,-2.039593541074762e+17,1.7546140626062976e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.05809294871794872,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_4kHz,positive,whole_record_average_flow_per_s,,-4.9576007817419016e+16,,,,,-4.966083036156362e+16,-4.946423797400812e+16,0.0,out_of_sample_90_percent_same_statistic,0.05809294871794872,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_4kHz,positive,record_total_charge_nC,,-79432.12233117562,,,,,-79568.02747964479,-79253.04143568585,0.0,out_of_sample_90_percent_same_statistic,0.05809294871794872,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
pure_water_10kHz,negative,peak_halfcycle_charge_nC,,-286.02478556007145,,,,,-286.86918696526646,-285.08588007664036,8.636224488663952,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_10kHz,negative,peak_halfcycle_average_flow_per_s,,-4.323230849069464e+17,,,,,-4.331547593787567e+17,-4.2963389924395686e+17,1.3145831218900568e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_10kHz,negative,whole_record_average_flow_per_s,,-8.431272520973706e+16,,,,,-8.45854182200844e+16,-8.409544598138845e+16,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_10kHz,negative,record_total_charge_nC,,-135088.3017365816,,,,,-135525.2184128202,-134740.17063434012,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
pure_water_10kHz,positive,peak_halfcycle_charge_nC,,-118.70134306752487,,,,,-119.11663593887732,-118.13455158573285,8.223623367400718,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_10kHz,positive,peak_halfcycle_average_flow_per_s,,-2.749433023522425e+17,,,,,-2.763421251174294e+17,-2.726214485050799e+17,1.9306585122168964e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_10kHz,positive,whole_record_average_flow_per_s,,-8.556944880115386e+16,,,,,-8.581755664067635e+16,-8.534382424381922e+16,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_10kHz,positive,record_total_charge_nC,,-137101.8608439936,,,,,-137499.38644413583,-136740.35861281102,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
pure_water_20kHz,negative,peak_halfcycle_charge_nC,,-176.48936143819893,,,,,-179.14395771124398,-174.30596645409835,8.636224488663952,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_20kHz,negative,peak_halfcycle_average_flow_per_s,,-2.7641660176543965e+17,,,,,-2.8002831742787085e+17,-2.7388439986482678e+17,1.3610369261693816e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_20kHz,negative,whole_record_average_flow_per_s,,-1.242999610286705e+17,,,,,-1.2481742214401526e+17,-1.2402989712067965e+17,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_20kHz,negative,record_total_charge_nC,,-199157.0145492957,,,,,-199986.10580583796,-198724.31029735654,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
pure_water_20kHz,positive,peak_halfcycle_charge_nC,,-315.2076762666442,,,,,-317.18592184280294,-308.4696991502639,8.223623367400718,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",64,pure_water_4kHz
pure_water_20kHz,positive,peak_halfcycle_average_flow_per_s,,-4.400624072023471e+17,,,,,-4.447533230879401e+17,-4.290505892464662e+17,1.1598996247714808e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",64,pure_water_4kHz
pure_water_20kHz,positive,whole_record_average_flow_per_s,,-1.2093956842611818e+17,,,,,-1.2251765005201307e+17,-1.1877896638731202e+17,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,64,pure_water_4kHz
pure_water_20kHz,positive,record_total_charge_nC,,-193772.89573783852,,,,,-196301.34403924897,-190311.11628017237,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,64,pure_water_4kHz
