condition,polarity,metric,estimate,diagnostic_signed_estimate,repeat_ci_low,repeat_ci_high,analysis_ci_low,analysis_ci_high,diagnostic_analysis_ci_low,diagnostic_analysis_ci_high,passive_resolution_threshold,passive_resolution_basis,resolved_halfcycle_fraction,model_scale_sensitivity_low,model_scale_sensitivity_high,unit,evidence_tier,definition,n_files,scan_source
pure_water_4kHz,negative,peak_halfcycle_charge_nC,,-245.30761774557183,,,,,-245.30761774557183,-245.30761774557183,8.489463646339825,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0008271298593879239,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_4kHz,negative,peak_halfcycle_average_flow_per_s,,-3.632982788702441e+17,,,,,-3.632982788702441e+17,-3.632982788702441e+17,1.2678477990159006e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0008271298593879239,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_4kHz,negative,whole_record_average_flow_per_s,,-4.804793986858774e+16,,,,,-4.804793986858774e+16,-4.804793986858774e+16,0.0,out_of_sample_90_percent_same_statistic,0.0008271298593879239,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_4kHz,negative,record_total_charge_nC,,-76983.80739849829,,,,,-76983.80739849829,-76983.80739849829,0.0,out_of_sample_90_percent_same_statistic,0.0008271298593879239,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
pure_water_4kHz,positive,peak_halfcycle_charge_nC,,-64.89959591347116,,,,,-64.89959591347116,-64.89959591347116,8.524400696876418,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_4kHz,positive,peak_halfcycle_average_flow_per_s,,-1.372831111255519e+17,,,,,-1.372831111255519e+17,-1.372831111255519e+17,1.822927651477297e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_4kHz,positive,whole_record_average_flow_per_s,,-4.857774993727149e+16,,,,,-4.857774993727149e+16,-4.857774993727149e+16,0.0,out_of_sample_90_percent_same_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_4kHz,positive,record_total_charge_nC,,-77832.6845074209,,,,,-77832.6845074209,-77832.6845074209,0.0,out_of_sample_90_percent_same_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
pure_water_10kHz,negative,peak_halfcycle_charge_nC,,-224.41460191532371,,,,,-224.41460191532371,-224.41460191532371,8.489463646339825,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_10kHz,negative,peak_halfcycle_average_flow_per_s,,-3.394188326482354e+17,,,,,-3.394188326482354e+17,-3.394188326482354e+17,1.2915739923330306e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_10kHz,negative,whole_record_average_flow_per_s,,-8.123082360769408e+16,,,,,-8.123082360769408e+16,-8.123082360769408e+16,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_10kHz,negative,record_total_charge_nC,,-130150.3893099156,,,,,-130150.38930991563,-130150.38930991563,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
pure_water_10kHz,positive,peak_halfcycle_charge_nC,,-84.54634563423059,,,,,-84.54634563423059,-84.54634563423059,8.524400696876418,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_10kHz,positive,peak_halfcycle_average_flow_per_s,,-1.9625958969015645e+17,,,,,-1.9625958969015645e+17,-1.9625958969015645e+17,2.001311370905269e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_10kHz,positive,whole_record_average_flow_per_s,,-8.064383477903061e+16,,,,,-8.064383477903062e+16,-8.064383477903062e+16,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_10kHz,positive,record_total_charge_nC,,-129209.89872791583,,,,,-129209.89872791583,-129209.89872791583,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
pure_water_20kHz,negative,peak_halfcycle_charge_nC,,-168.7898182973579,,,,,-168.7898182973579,-168.7898182973579,8.489463646339825,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_20kHz,negative,peak_halfcycle_average_flow_per_s,,-2.6546306315174797e+17,,,,,-2.6546306315174797e+17,-2.6546306315174797e+17,1.3391243375607112e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_20kHz,negative,whole_record_average_flow_per_s,,-1.1343000907506422e+17,,,,,-1.1343000907506422e+17,-1.1343000907506422e+17,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_20kHz,negative,record_total_charge_nC,,-181740.86122584308,,,,,-181740.86122584308,-181740.86122584308,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
pure_water_20kHz,positive,peak_halfcycle_charge_nC,,-301.6943926640437,,,,,-301.6943926640437,-301.6943926640437,8.524400696876418,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,nC,not_reportable_passive_background_model_rejected,"within-capture p95 across maximum-amplitude carrier half-cycles selected once per duty burst, then median of capture-level p95 values across captures",2,pure_water_4kHz
pure_water_20kHz,positive,peak_halfcycle_average_flow_per_s,,-4.225487836886147e+17,,,,,-4.225487836886147e+17,-4.225487836886147e+17,1.2047674639958156e+16,maximum_of_training_residual_and_out_of_sample_90_percent_statistic,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,"within-capture p95 half-cycle-average net charge-equivalent rate across the same maximum-amplitude lobes, then median of capture-level p95 values; not instantaneous flux",2,pure_water_4kHz
pure_water_20kHz,positive,whole_record_average_flow_per_s,,-1.0969242241991352e+17,,,,,-1.0969242241991352e+17,-1.0969242241991352e+17,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,elementary_charge_equivalents_per_s,not_reportable_passive_background_model_rejected,signed background-subtracted sum divided by full record duration,2,pure_water_4kHz
pure_water_20kHz,positive,record_total_charge_nC,,-175752.3911273898,,,,,-175752.3911273898,-175752.3911273898,0.0,resolved_fraction_only_no_same_frequency_holdout,0.0,,,nC,not_reportable_passive_background_model_rejected,signed background-subtracted charge summed over the full record,2,pure_water_4kHz
